BraTS21ID,Model,Channels,Tumor regions,Dice score,HD95
BraTS2021_00808,MEncodnnUnet,4 channels,TC,0.9797161817550659,1.0
BraTS2021_01042,MEncodnnUnet,4 channels,TC,0.9544032216072083,2.449489742783178
BraTS2021_01644,MEncodnnUnet,4 channels,TC,0.9704977869987488,19.949937343260004
BraTS2021_00360,MEncodnnUnet,4 channels,TC,0.9701946973800659,7.54983443527075
BraTS2021_01113,MEncodnnUnet,4 channels,TC,0.935836672782898,2.8284271247461903
BraTS2021_00369,MEncodnnUnet,4 channels,TC,0.9352001547813416,6.324555320336759
BraTS2021_00679,MEncodnnUnet,4 channels,TC,0.9031614065170288,3.0
BraTS2021_00166,MEncodnnUnet,4 channels,TC,0.9717221856117249,1.4142135623730951
BraTS2021_00456,MEncodnnUnet,4 channels,TC,0.9719108939170837,1.0
BraTS2021_00148,MEncodnnUnet,4 channels,TC,0.8995651006698608,2.0
BraTS2021_00624,MEncodnnUnet,4 channels,TC,0.9684460759162903,1.4142135623730951
BraTS2021_00316,MEncodnnUnet,4 channels,TC,0.9823518991470337,1.0
BraTS2021_01433,MEncodnnUnet,4 channels,TC,0.42713627219200134,32.66496594212215
BraTS2021_00576,MEncodnnUnet,4 channels,TC,0.7332619428634644,6.0
BraTS2021_01016,MEncodnnUnet,4 channels,TC,0.9818056225776672,1.0
BraTS2021_00195,MEncodnnUnet,4 channels,TC,0.98614102602005,1.0
BraTS2021_00090,MEncodnnUnet,4 channels,TC,0.9585805535316467,1.0
BraTS2021_00230,MEncodnnUnet,4 channels,TC,0.9648265838623047,1.4142135623730951
BraTS2021_01390,MEncodnnUnet,4 channels,TC,0.9815692901611328,1.0
BraTS2021_00432,MEncodnnUnet,4 channels,TC,0.42686712741851807,22.869193252058544
BraTS2021_00654,MEncodnnUnet,4 channels,TC,0.9735002517700195,1.4142135623730951
BraTS2021_00406,MEncodnnUnet,4 channels,TC,0.9754651784896851,5.024754878398197
BraTS2021_01310,MEncodnnUnet,4 channels,TC,0.9203369617462158,30.099833886584822
BraTS2021_00136,MEncodnnUnet,4 channels,TC,0.8311812877655029,6.164414002968976
BraTS2021_00339,MEncodnnUnet,4 channels,TC,0.9845240116119385,1.0
BraTS2021_01383,MEncodnnUnet,4 channels,TC,0.9868376851081848,1.0
BraTS2021_00243,MEncodnnUnet,4 channels,TC,0.5905320644378662,11.180339887498949
BraTS2021_00555,MEncodnnUnet,4 channels,TC,0.8730905055999756,3.3166247903554
BraTS2021_01600,MEncodnnUnet,4 channels,TC,0.9879549145698547,1.0
BraTS2021_01131,MEncodnnUnet,4 channels,TC,0.9837394952774048,1.0
BraTS2021_00220,MEncodnnUnet,4 channels,TC,0.9387654066085815,2.23606797749979
BraTS2021_00288,MEncodnnUnet,4 channels,TC,0.9773324728012085,1.0
BraTS2021_01198,MEncodnnUnet,4 channels,TC,0.9660353660583496,2.23606797749979
BraTS2021_01613,MEncodnnUnet,4 channels,TC,0.9558407068252563,1.4142135623730951
BraTS2021_01375,MEncodnnUnet,4 channels,TC,0.63356614112854,49.11821393289729
BraTS2021_01449,MEncodnnUnet,4 channels,TC,0.9492287039756775,2.23606797749979
BraTS2021_00151,MEncodnnUnet,4 channels,TC,0.93597412109375,6.0
BraTS2021_01638,MEncodnnUnet,4 channels,TC,0.9703958034515381,1.7320508075688772
BraTS2021_01454,MEncodnnUnet,4 channels,TC,0.860233724117279,3.605551275463989
BraTS2021_01395,MEncodnnUnet,4 channels,TC,0.7896336317062378,2.8284271247461903
BraTS2021_01348,MEncodnnUnet,4 channels,TC,0.9840410351753235,1.0
BraTS2021_01252,MEncodnnUnet,4 channels,TC,0.8605331778526306,2.23606797749979
BraTS2021_01585,MEncodnnUnet,4 channels,TC,0.9746145009994507,1.0
BraTS2021_01060,MEncodnnUnet,4 channels,TC,0.9796074628829956,1.4142135623730951
BraTS2021_01494,MEncodnnUnet,4 channels,TC,0.7679267525672913,9.899494936611665
BraTS2021_00382,MEncodnnUnet,4 channels,TC,0.9464529156684875,3.7416573867739413
BraTS2021_01165,MEncodnnUnet,4 channels,TC,0.978593647480011,1.0
BraTS2021_01620,MEncodnnUnet,4 channels,TC,0.9502701759338379,1.0
BraTS2021_01331,MEncodnnUnet,4 channels,TC,0.9702823162078857,1.799038105676658
BraTS2021_01508,MEncodnnUnet,4 channels,TC,0.6723794341087341,20.85665361461421
BraTS2021_00221,MEncodnnUnet,4 channels,TC,0.9820958971977234,1.0
BraTS2021_00115,MEncodnnUnet,4 channels,TC,0.9813328385353088,1.0
BraTS2021_00253,MEncodnnUnet,4 channels,TC,0.9765703678131104,1.0
BraTS2021_00764,MEncodnnUnet,4 channels,TC,0.881096363067627,6.782329983125268
BraTS2021_00646,MEncodnnUnet,4 channels,TC,0.9860938191413879,1.0
BraTS2021_00656,MEncodnnUnet,4 channels,TC,0.14716166257858276,33.60059523282288
BraTS2021_01132,MEncodnnUnet,4 channels,TC,0.9841668605804443,1.0
BraTS2021_01213,MEncodnnUnet,4 channels,TC,0.934531033039093,1.4142135623730951
BraTS2021_01272,MEncodnnUnet,4 channels,TC,0.9524979591369629,1.0
BraTS2021_00725,MEncodnnUnet,4 channels,TC,0.9321247339248657,1.4142135623730951
BraTS2021_01516,MEncodnnUnet,4 channels,TC,0.10799819231033325,16.583123951777
BraTS2021_01466,MEncodnnUnet,4 channels,TC,0.9535344243049622,2.23606797749979
BraTS2021_01218,MEncodnnUnet,4 channels,TC,0.8287126421928406,13.32287283845015
BraTS2021_01606,MEncodnnUnet,4 channels,TC,0.9072907567024231,1.4142135623730951
BraTS2021_00364,MEncodnnUnet,4 channels,TC,0.9920557737350464,1.0
BraTS2021_00765,MEncodnnUnet,4 channels,TC,0.871100664138794,5.0990195135927845
BraTS2021_00139,MEncodnnUnet,4 channels,TC,0.897320568561554,3.1622776601683795
BraTS2021_01430,MEncodnnUnet,4 channels,TC,0.9027061462402344,4.69041575982343
BraTS2021_01407,MEncodnnUnet,4 channels,TC,0.9815253615379333,1.0
BraTS2021_01355,MEncodnnUnet,4 channels,TC,0.9860286116600037,1.0
BraTS2021_00793,MEncodnnUnet,4 channels,TC,0.9744886755943298,1.0
BraTS2021_01028,MEncodnnUnet,4 channels,TC,0.9629372358322144,1.4142135623730951
BraTS2021_00697,MEncodnnUnet,4 channels,TC,0.982073187828064,1.0
BraTS2021_00123,MEncodnnUnet,4 channels,TC,0.975331723690033,1.0
BraTS2021_01662,MEncodnnUnet,4 channels,TC,0.987750768661499,1.0
BraTS2021_00663,MEncodnnUnet,4 channels,TC,0.9839401841163635,1.0
BraTS2021_00495,MEncodnnUnet,4 channels,TC,0.978811502456665,1.0
BraTS2021_01299,MEncodnnUnet,4 channels,TC,0.9215139150619507,1.7320508075688772
BraTS2021_01308,MEncodnnUnet,4 channels,TC,0.9064161777496338,2.8284271247461903
BraTS2021_01471,MEncodnnUnet,4 channels,TC,0.9666742086410522,2.0
BraTS2021_00016,MEncodnnUnet,4 channels,TC,0.9317304491996765,2.449489742783178
BraTS2021_01199,MEncodnnUnet,4 channels,TC,0.9836918711662292,1.0
BraTS2021_00322,MEncodnnUnet,4 channels,TC,0.9862545728683472,1.0
BraTS2021_00111,MEncodnnUnet,4 channels,TC,0.8281611204147339,6.48074069840786
BraTS2021_01316,MEncodnnUnet,4 channels,TC,0.9847589135169983,1.0
BraTS2021_01049,MEncodnnUnet,4 channels,TC,0.8176358938217163,3.5914063094313784
BraTS2021_00675,MEncodnnUnet,4 channels,TC,0.9296936988830566,2.23606797749979
BraTS2021_00371,MEncodnnUnet,4 channels,TC,0.9858107566833496,1.0
BraTS2021_01136,MEncodnnUnet,4 channels,TC,0.9777390360832214,2.449489742783178
BraTS2021_01085,MEncodnnUnet,4 channels,TC,0.9739048480987549,1.7320508075688772
BraTS2021_00716,MEncodnnUnet,4 channels,TC,0.9802553653717041,1.0
BraTS2021_01656,MEncodnnUnet,4 channels,TC,0.13527382910251617,20.149441679609886
BraTS2021_01575,MEncodnnUnet,4 channels,TC,0.9431920051574707,1.4142135623730951
BraTS2021_01584,MEncodnnUnet,4 channels,TC,0.9714334607124329,2.23606797749979
BraTS2021_01217,MEncodnnUnet,4 channels,TC,0.8735836744308472,3.7416573867739413
BraTS2021_01389,MEncodnnUnet,4 channels,TC,0.9668999314308167,1.0
BraTS2021_00332,MEncodnnUnet,4 channels,TC,0.9417188763618469,1.4142135623730951
BraTS2021_00830,MEncodnnUnet,4 channels,TC,0.9781160354614258,1.0
BraTS2021_01317,MEncodnnUnet,4 channels,TC,0.9766302108764648,2.449489742783178
BraTS2021_00724,MEncodnnUnet,4 channels,TC,0.9731414914131165,1.4142135623730951
