"logrmsd","template_HeavyAtomCount","template_NHOHCount","template_NOCount","template_RingCount","template_NumHAcceptors","template_NumHDonors","template_NumHeteroAtoms","template_NumRotatableBonds","docked_HeavyAtomCount","docked_NHOHCount","docked_NOCount","docked_RingCount","docked_NumHAcceptors","docked_NumHDonors","docked_NumHeteroAtoms","docked_NumRotatableBonds","mcs_HeavyAtomCount","mcs_NOCount","mcs_RingCount","mcs_NumHeteroAtoms","mcs_template_NHOHCount","mcs_docked_NHOHCount","mcs_template_NumHAcceptors","mcs_docked_NumHAcceptors","mcs_template_NumHDonors","mcs_docked_NumHDonors","mcs_template_NumRotatableBonds","mcs_docked_NumRotatableBonds","ec_tanimoto_similarity","fc_tanimoto_similarity"
2.22028985026722,37,4,10,4,8,3,10,12,17,1,4,2,3,1,4,3,15,3,2,3,0,1,2,2,0,1,3,2,0.219354838709677,0.211538461538462
1.86190722913014,37,4,10,4,8,3,10,12,34,3,5,4,3,2,7,8,19,3,0,3,1,2,3,1,1,2,4,7,0.172093023255814,0.253731343283582
1.87487437593856,37,4,10,4,8,3,10,12,18,2,3,3,2,2,4,2,11,2,0,2,0,1,1,2,0,1,4,2,0.0828729281767956,0.13953488372093
0.517006482841072,37,4,10,4,8,3,10,12,30,4,7,4,5,3,8,6,15,3,0,3,0,1,2,2,0,1,4,3,0.358381502890173,0.374269005847953
1.85238409104449,37,4,10,4,8,3,10,12,28,1,8,3,6,1,11,7,11,2,0,2,1,0,2,0,1,0,3,3,0.0660377358490566,0.153061224489796
2.01796499457808,37,4,10,4,8,3,10,12,27,3,5,3,3,2,6,7,19,3,0,3,1,2,3,1,1,2,4,7,0.107317073170732,0.152284263959391
1.9560019126221,37,4,10,4,8,3,10,12,34,7,10,2,6,4,14,13,15,4,0,4,1,1,3,2,1,1,5,10,0.104545454545455,0.173913043478261
2.03692540457676,37,4,10,4,8,3,10,12,30,2,6,3,3,2,7,8,19,3,0,3,1,2,3,0,1,2,4,8,0.107981220657277,0.151219512195122
1.72419414973229,37,4,10,4,8,3,10,12,29,1,8,3,6,1,11,7,11,3,0,3,1,1,3,0,1,1,3,4,0.0754716981132075,0.151515151515152
1.5793909910818,37,4,10,4,8,3,10,12,37,6,10,4,8,5,12,12,9,1,0,1,0,1,0,0,0,1,3,3,0.170403587443946,0.23696682464455
1.74606450996593,37,4,10,4,8,3,10,12,34,3,7,7,5,2,7,5,20,3,0,3,0,0,2,2,0,0,7,4,0.159817351598174,0.233009708737864
1.79840401194672,37,4,10,4,8,3,10,12,9,4,2,1,0,2,2,1,8,1,1,1,0,1,0,0,0,1,2,1,0.104895104895105,0.128571428571429
2.03848933034841,37,4,10,4,8,3,10,12,27,3,5,3,3,2,5,7,20,3,0,3,1,2,3,1,1,2,5,7,0.170103092783505,0.240437158469945
2.00807979519414,37,4,10,4,8,3,10,12,30,5,9,2,6,4,9,13,15,3,0,3,0,1,2,1,0,1,3,5,0.151219512195122,0.191919191919192
1.92919987834929,37,4,10,4,8,3,10,12,9,2,1,1,1,1,2,1,8,1,1,1,0,1,0,1,0,1,2,1,0.0816326530612245,0.111888111888112
0.962410667487708,37,4,10,4,8,3,10,12,32,2,8,5,8,2,10,7,21,4,0,4,1,1,3,4,1,1,6,7,0.136363636363636,0.219512195121951
2.23259172117351,37,4,10,4,8,3,10,12,35,3,6,3,5,3,8,11,13,1,1,1,0,1,0,1,0,1,3,5,0.162790697674419,0.262626262626263
2.12417587302001,37,4,10,4,8,3,10,12,16,4,3,3,3,2,3,0,15,3,0,3,0,2,2,3,0,2,3,0,0.130952380952381,0.172839506172839
2.21430017812647,37,4,10,4,8,3,10,12,13,4,2,2,1,2,4,1,8,1,0,1,1,1,1,0,1,1,2,1,0.0943396226415094,0.137254901960784
2.4423470353692,37,4,10,4,8,3,10,12,32,4,8,3,5,2,11,8,15,3,0,3,1,1,3,2,1,1,4,4,0.169082125603865,0.198019801980198
2.04807986523682,37,4,10,4,8,3,10,12,31,6,10,3,6,5,12,10,13,3,0,3,1,2,3,0,1,2,3,5,0.127358490566038,0.189054726368159
1.41779302817926,37,4,10,4,8,3,10,12,26,3,6,3,4,2,6,7,19,3,0,3,1,2,3,1,1,2,4,7,0.185185185185185,0.28735632183908
